time,value,gender,age,became_member_on,income,reward,offer_received,offer_viewed,offer_completed,transaction,offer_views_missed,informational,bogo,discount,total_reward_completed,total_duration_completed,total_difficulty_completed,difficulty_offered,duration_offered,last_time_offer_received,last_time_offer_completed,first_time_offer_received,first_time_offer_completed,mean_time_between_actions,amount_of_completed_user_paths,email,social,web,mobile
702,77.03999999999999,M,40.0,20151227,49000.0,78.0,4,4,4,21,0,0,6,6,26.0,0.8484848484848485,1.0303030303030303,8.5,7.0,576,624,0,False,16.181818181818187,0,12.0,12.0,6.0,12.0
708,39.07000000000001,M,23.0,20170314,54000.0,22.0,3,1,1,12,2,0,4,1,5.0,0.41176470588235287,0.29411764705882354,6.0,7.0,576,618,0,False,39.52941176470589,1,5.0,0.0,5.0,5.0
702,70.17,M,65.0,20140521,61000.0,42.0,4,3,3,5,1,0,2,8,14.0,1.6,2.0,12.0,8.5,576,552,0,False,40.400000000000006,1,10.0,5.0,8.0,8.0
552,32.65,M,77.0,20171012,65000.0,10.0,2,2,0,2,0,2,2,0,0.0,0.0,0.0,2.5,4.0,504,0,0,False,58.0,0,4.0,4.0,2.0,4.0
672,24.430000000000007,M,53.0,20170905,39000.0,53.0,6,4,0,11,2,2,4,4,0.0,0.0,0.0,8.4,6.1000000000000005,576,0,0,False,32.0,0,10.0,8.0,6.0,9.0
612,46.62,M,52.0,20180630,70000.0,31.0,4,3,1,3,1,1,5,2,5.0,0.4545454545454546,0.4545454545454546,4.875,5.375,576,348,0,False,55.63636363636363,0,8.0,7.0,8.0,8.0
714,204.32,F,59.0,20161105,93000.0,19.0,4,3,2,8,1,4,0,5,8.0,1.0,1.5882352941176472,6.777777777777779,5.888888888888889,576,612,0,False,42.0,1,9.0,7.0,5.0,7.0
654,258.11,F,68.0,20160529,86000.0,66.0,6,6,5,10,0,2,9,6,22.0,1.2962962962962963,1.6666666666666667,7.941176470588235,6.529411764705882,576,510,0,False,24.22222222222222,2,17.0,14.0,15.0,14.0
648,75.03,M,55.0,20170930,97000.0,20.0,3,3,1,3,0,0,0,7,2.0,0.7000000000000001,1.0,12.85714285714286,8.714285714285715,504,264,0,False,56.400000000000006,1,7.0,2.0,7.0,5.0
714,847.52,M,18.0,20170920,61000.0,100.0,6,3,5,10,3,1,9,4,35.0,1.375,1.9583333333333333,8.85714285714286,6.357142857142858,576,588,0,False,29.75,1,14.0,11.0,8.0,14.0
642,103.01,F,39.0,20170717,45000.0,15.0,6,3,2,10,3,5,1,5,4.0,0.8095238095238095,0.9523809523809523,5.0,6.2727272727272725,576,600,0,False,30.571428571428573,0,11.0,4.0,11.0,11.0
648,54.82,M,50.0,20140926,60000.0,70.0,6,6,0,14,0,4,8,0,0.0,0.0,0.0,5.833333333333333,4.5,576,0,0,False,24.923076923076927,0,12.0,10.0,10.0,12.0
696,142.98999999999998,F,64.0,20180524,61000.0,34.0,4,3,3,9,1,2,6,2,12.0,0.8947368421052632,1.0526315789473684,5.0,5.0,576,672,0,False,29.68421052631579,2,10.0,8.0,8.0,10.0
690,89.79,M,49.0,20180123,57000.0,75.0,6,6,4,6,0,4,3,9,25.0,1.6818181818181819,3.1818181818181817,13.125,7.8125,576,528,0,False,31.363636363636367,1,16.0,5.0,11.0,7.0
648,261.72999999999996,M,48.0,20170409,79000.0,42.0,4,4,3,11,0,2,3,6,14.0,0.9545454545454546,1.3636363636363635,8.181818181818183,6.2727272727272725,504,570,0,False,29.454545454545453,3,11.0,5.0,6.0,11.0
666,122.74000000000001,M,70.0,20160801,74000.0,54.0,4,4,3,7,0,2,6,3,18.0,1.0555555555555556,1.2222222222222223,6.0,5.7272727272727275,576,600,0,False,37.0,3,11.0,8.0,9.0,11.0
588,109.53,M,71.0,20180530,119000.0,24.0,5,2,2,4,3,3,0,6,8.0,1.3076923076923075,2.076923076923077,9.0,6.888888888888889,576,390,0,False,45.230769230769226,1,9.0,4.0,8.0,6.0
588,146.22000000000003,M,76.0,20161208,111000.0,55.0,5,2,3,5,3,2,6,2,20.0,1.3333333333333333,2.3333333333333335,8.5,5.7,576,588,0,False,33.2,2,10.0,7.0,9.0,8.0
618,148.79,M,58.0,20160428,31000.0,70.0,5,4,3,17,1,4,8,0,25.0,0.6551724137931034,0.8620689655172413,5.833333333333333,5.333333333333333,576,516,0,False,21.31034482758621,1,12.0,8.0,7.0,12.0
612,92.7,F,55.0,20160527,58000.0,24.0,2,2,2,5,0,0,3,3,8.0,1.0909090909090908,1.0909090909090908,6.0,6.0,408,450,0,False,40.36363636363637,2,6.0,6.0,6.0,6.0
684,179.72000000000003,F,83.0,20160130,107000.0,30.0,3,3,2,6,0,2,6,0,10.0,0.8571428571428571,0.7142857142857143,3.75,5.25,336,276,0,False,48.85714285714286,2,8.0,5.0,6.0,8.0
642,3.63,M,69.0,20180410,33000.0,5.0,4,1,0,2,3,4,1,0,0.0,0.0,0.0,1.0,4.2,576,0,0,False,91.71428571428572,0,5.0,2.0,3.0,5.0
618,21.929999999999996,M,61.0,20171019,73000.0,49.0,4,3,2,5,1,0,6,3,8.0,1.0,0.8571428571428571,6.777777777777779,6.111111111111112,576,618,0,False,44.142857142857146,1,9.0,7.0,9.0,9.0
648,63.239999999999995,F,69.0,20170722,33000.0,35.0,4,3,2,8,1,0,4,5,7.0,0.8235294117647057,0.8823529411764706,8.333333333333334,7.0,576,642,0,False,38.11764705882353,1,9.0,1.0,8.0,9.0
588,20.16,F,51.0,20180611,77000.0,54.0,6,6,0,1,0,4,6,2,0.0,0.0,0.0,5.833333333333333,5.5,576,0,0,False,45.230769230769226,0,12.0,12.0,6.0,12.0
714,111.96000000000001,F,44.0,20180725,98000.0,24.0,4,4,0,5,0,4,2,2,0.0,0.0,0.0,5.0,5.0,504,0,0,False,54.92307692307692,0,8.0,6.0,2.0,8.0
684,7.1000000000000005,M,24.0,20171108,56000.0,40.0,2,2,0,1,0,0,4,0,0.0,0.0,0.0,10.0,7.0,576,0,0,False,36.0,0,4.0,4.0,0.0,4.0
516,84.49999999999999,M,50.0,20180425,66000.0,34.0,5,3,1,5,2,3,2,4,5.0,0.7142857142857143,1.4285714285714286,8.88888888888889,5.888888888888889,504,396,0,False,36.85714285714286,0,9.0,5.0,6.0,7.0
618,26.490000000000002,M,69.0,20150328,64000.0,0.0,2,0,0,6,2,2,0,0,0.0,0.0,0.0,0.0,4.0,408,0,0,False,71.25,0,2.0,0.0,2.0,2.0
600,13.92,M,49.0,20170806,64000.0,30.0,5,4,2,3,1,0,1,10,5.0,1.2142857142857142,1.2142857142857142,8.181818181818183,8.363636363636363,576,402,0,False,42.85714285714286,0,11.0,10.0,11.0,11.0
642,41.29000000000001,M,34.0,20171214,68000.0,54.0,6,5,3,9,1,1,5,8,10.0,0.9565217391304348,0.9565217391304348,7.571428571428571,7.42857142857143,576,564,0,False,27.91304347826087,1,14.0,13.0,12.0,14.0
558,138.79,M,62.0,20160410,56000.0,66.0,4,4,3,11,0,2,6,3,22.0,0.9545454545454546,1.3636363636363635,8.181818181818183,6.2727272727272725,504,516,0,False,25.363636363636367,2,11.0,8.0,3.0,11.0
684,14.43,O,73.0,20170908,43000.0,70.0,5,3,0,4,2,0,8,0,0.0,0.0,0.0,8.75,6.0,576,0,0,False,50.0,0,8.0,6.0,6.0,8.0
582,33.93,M,84.0,20170907,81000.0,6.0,2,2,0,2,0,2,0,2,0.0,0.0,0.0,3.5,5.5,576,0,0,False,69.0,0,4.0,2.0,4.0,4.0
642,114.04,F,52.0,20160920,79000.0,74.0,5,4,4,6,1,0,6,7,24.0,1.6842105263157894,2.1052631578947367,10.0,7.923076923076923,576,612,0,False,33.78947368421053,3,13.0,12.0,10.0,13.0
606,156.07,F,52.0,20160614,64000.0,76.0,4,4,3,10,0,0,8,3,22.0,0.9523809523809523,1.4285714285714286,9.090909090909093,6.363636363636363,504,504,0,False,28.857142857142858,2,11.0,11.0,11.0,11.0
714,239.8,F,23.0,20170618,48000.0,96.0,5,5,5,22,0,0,12,3,32.0,0.8378378378378378,1.0810810810810811,8.0,6.2,576,678,0,False,19.297297297297302,2,15.0,9.0,12.0,15.0
648,44.51000000000001,F,53.0,20150912,83000.0,59.0,5,4,3,2,1,0,4,8,7.0,1.7142857142857142,1.9285714285714288,9.25,7.416666666666668,576,564,0,False,46.28571428571429,0,12.0,10.0,10.0,12.0
696,57.59,M,43.0,20150109,32000.0,98.0,6,5,3,21,1,0,8,6,16.0,0.5428571428571428,0.6857142857142857,8.714285714285715,6.2857142857142865,576,696,0,False,19.88571428571429,0,14.0,14.0,11.0,14.0
690,200.74,M,49.0,20170403,70000.0,36.0,4,4,4,12,0,0,3,9,12.0,1.2916666666666667,1.3333333333333333,8.0,7.75,576,606,0,False,27.0,1,12.0,6.0,12.0,12.0
576,13.58,F,46.0,20170917,69000.0,38.0,6,2,0,4,4,2,2,4,0.0,0.0,0.0,10.875,6.625,576,0,0,False,48.0,0,8.0,5.0,6.0,5.0
600,22.580000000000002,M,65.0,20171021,36000.0,59.0,4,4,2,4,0,0,8,2,15.0,0.7142857142857143,1.0714285714285714,7.5,6.0,576,600,0,False,18.857142857142858,0,10.0,10.0,10.0,10.0
576,114.37,F,54.0,20180310,109000.0,84.0,5,4,3,4,1,0,9,3,18.0,1.3125,1.375,8.0,6.5,576,468,0,False,36.0,1,12.0,9.0,9.0,12.0
696,221.05,F,37.0,20170302,83000.0,60.0,6,6,4,8,0,4,6,6,20.0,1.2916666666666667,1.3333333333333333,6.0,6.6875,576,696,0,False,29.0,4,16.0,11.0,11.0,16.0
672,113.64,F,33.0,20170525,52000.0,9.0,3,2,1,10,1,3,0,3,3.0,0.4375,0.4375,3.5,5.0,576,474,0,False,38.625,1,6.0,6.0,3.0,6.0
666,4.76,M,35.0,20170929,40000.0,32.0,5,2,0,3,3,2,3,2,0.0,0.0,0.0,7.857142857142858,6.2857142857142865,576,0,0,False,66.60000000000001,0,7.0,4.0,3.0,6.0
612,249.16,F,60.0,20170218,118000.0,51.0,3,3,3,9,0,0,6,3,17.0,1.2222222222222223,1.3888888888888888,8.333333333333334,7.333333333333334,576,588,0,False,26.66666666666667,2,9.0,9.0,6.0,9.0
666,273.45,F,68.0,20160316,89000.0,86.0,5,3,5,11,2,0,6,7,32.0,1.75,2.9166666666666665,13.076923076923077,8.153846153846153,576,582,0,False,27.75,1,13.0,9.0,10.0,9.0
672,32.17,M,77.0,20140827,47000.0,45.0,3,2,0,12,1,0,4,1,0.0,0.0,0.0,12.0,6.800000000000001,576,0,0,False,35.64705882352941,0,5.0,4.0,3.0,4.0
678,120.93,M,58.0,20170908,46000.0,66.0,5,5,4,11,0,2,9,3,22.0,1.04,1.2000000000000002,6.42857142857143,6.142857142857143,576,678,0,False,27.12,1,14.0,6.0,11.0,14.0
648,38.36,M,22.0,20160914,36000.0,31.0,4,3,1,14,1,2,2,4,2.0,0.4545454545454546,0.4545454545454546,8.75,7.0,576,492,0,False,27.272727272727273,0,8.0,7.0,6.0,7.0
708,4.78,F,58.0,20180629,32000.0,60.0,6,4,0,2,2,0,5,5,0.0,0.0,0.0,9.9,7.5,576,0,0,False,59.0,0,10.0,8.0,8.0,9.0
606,150.45000000000002,F,64.0,20170505,92000.0,65.0,5,3,2,7,2,3,7,0,20.0,0.5882352941176471,1.1764705882352942,6.5,4.7,576,606,0,False,35.64705882352941,2,10.0,8.0,8.0,10.0
684,7.989999999999999,M,34.0,20180107,31000.0,12.0,3,0,0,5,3,0,1,2,0.0,0.0,0.0,11.666666666666666,8.0,504,0,0,False,85.5,0,3.0,0.0,3.0,2.0
672,147.18,M,56.0,20180330,96000.0,26.0,3,1,3,6,2,0,0,7,12.0,2.3076923076923075,3.8461538461538463,15.714285714285715,10.0,504,630,0,False,51.69230769230769,0,7.0,3.0,7.0,3.0
654,97.22,M,43.0,20180410,65000.0,66.0,4,3,3,5,1,0,7,3,22.0,1.4000000000000001,2.0,9.0,6.6000000000000005,576,654,0,False,42.400000000000006,1,10.0,7.0,5.0,10.0
684,158.86,F,40.0,20180427,49000.0,57.0,4,4,4,12,0,0,6,6,19.0,1.2083333333333333,1.4583333333333333,8.75,7.25,576,624,0,False,28.5,3,12.0,9.0,9.0,12.0
702,48.15000000000001,M,53.0,20141016,60000.0,21.0,5,3,2,16,2,4,3,3,7.0,0.4615384615384616,0.5769230769230769,4.5,5.2,504,420,0,False,27.0,0,10.0,3.0,10.0,10.0
618,12.57,M,68.0,20141027,64000.0,44.0,5,2,0,6,3,0,4,3,0.0,0.0,0.0,10.714285714285715,6.571428571428571,576,0,0,False,47.53846153846154,0,7.0,3.0,7.0,6.0
588,96.11,M,43.0,20160823,75000.0,54.0,4,4,3,6,0,2,6,3,18.0,1.0,1.2941176470588236,6.0,5.1818181818181825,504,588,0,False,34.588235294117645,3,11.0,11.0,9.0,11.0
702,94.79999999999998,F,67.0,20171217,98000.0,65.0,5,4,3,4,1,0,7,5,18.0,1.1875,1.375,7.083333333333334,6.5,576,528,0,False,43.875,2,12.0,8.0,12.0,12.0
708,116.96,M,36.0,20171120,43000.0,116.0,5,5,4,10,0,0,11,3,32.0,1.125,1.6666666666666667,10.0,6.5,576,708,0,False,29.5,0,14.0,14.0,11.0,14.0
630,78.49000000000001,O,59.0,20171207,84000.0,42.0,4,4,2,4,0,2,3,5,12.0,0.8571428571428571,1.4285714285714286,7.4,5.6000000000000005,576,630,0,False,45.0,2,10.0,7.0,8.0,10.0
540,69.95,F,42.0,20180121,90000.0,66.0,3,3,3,3,0,0,6,3,22.0,1.4166666666666667,2.5,10.0,5.666666666666668,504,504,0,False,41.0,0,9.0,6.0,9.0,9.0
528,255.21,M,57.0,20160404,83000.0,66.0,5,5,4,13,0,2,9,3,22.0,0.9629629629629628,1.1111111111111112,6.42857142857143,6.0,504,510,0,False,19.555555555555557,2,14.0,8.0,9.0,14.0
684,143.76999999999998,F,72.0,20171127,79000.0,60.0,5,3,5,8,2,0,5,8,25.0,1.8571428571428572,2.4761904761904763,9.692307692307693,7.6923076923076925,576,654,0,False,32.57142857142857,3,13.0,11.0,11.0,11.0
714,28.42,F,30.0,20170321,45000.0,39.0,3,3,1,12,0,0,5,2,5.0,0.2631578947368421,0.2631578947368421,7.857142857142858,5.571428571428571,576,420,0,False,33.1578947368421,0,7.0,5.0,7.0,7.0
672,181.8,M,60.0,20160319,91000.0,55.0,5,4,3,7,1,0,5,7,10.0,1.157894736842105,1.157894736842105,8.833333333333334,7.166666666666668,504,558,0,False,35.36842105263158,2,12.0,11.0,12.0,11.0
576,9.450000000000001,M,44.0,20180529,71000.0,0.0,3,0,0,3,3,3,0,0,0.0,0.0,0.0,0.0,4.0,576,0,0,False,96.0,0,3.0,0.0,3.0,3.0
684,105.26,M,44.0,20171110,93000.0,26.0,3,3,1,4,0,2,2,3,2.0,0.9090909090909092,0.9090909090909092,7.142857142857143,6.571428571428571,576,300,0,False,54.54545454545455,1,7.0,7.0,5.0,7.0
582,121.65999999999998,F,83.0,20170906,44000.0,66.0,6,4,5,8,2,0,10,5,22.0,1.3478260869565215,1.3043478260869563,8.0,6.6000000000000005,576,582,0,False,25.304347826086957,2,15.0,6.0,15.0,13.0
624,160.76,M,65.0,20180103,105000.0,29.0,4,1,3,6,3,1,5,2,12.0,1.5,1.4285714285714286,5.625,6.625,576,624,0,False,44.57142857142857,0,8.0,0.0,8.0,8.0
630,126.6,F,80.0,20170405,66000.0,50.0,5,3,5,9,2,0,6,7,19.0,1.6818181818181819,2.2727272727272734,9.23076923076923,7.230769230769232,576,630,0,False,28.636363636363637,1,13.0,9.0,13.0,11.0
678,144.57,F,79.0,20151228,101000.0,16.0,3,2,2,5,1,2,0,5,7.0,1.6666666666666667,2.5,10.0,8.0,576,516,0,False,56.5,1,7.0,5.0,5.0,5.0
552,62.14,M,50.0,20180213,94000.0,56.0,4,4,1,2,0,0,4,5,2.0,0.9090909090909092,0.9090909090909092,12.222222222222221,8.222222222222221,504,540,0,False,50.18181818181818,1,9.0,7.0,7.0,7.0
678,56.400000000000006,M,70.0,20151026,45000.0,34.0,5,3,2,14,2,1,2,7,4.0,0.7083333333333334,0.8333333333333334,9.0,7.2,576,636,0,False,28.25,0,10.0,5.0,10.0,10.0
576,138.86,M,73.0,20180225,70000.0,40.0,4,3,0,6,1,3,4,0,0.0,0.0,0.0,5.714285714285714,5.42857142857143,576,0,0,False,44.30769230769231,0,7.0,6.0,1.0,7.0
600,14.66,F,74.0,20180224,58000.0,39.0,6,6,1,1,0,4,5,4,5.0,0.3571428571428572,0.3571428571428572,6.538461538461538,6.384615384615386,576,504,0,False,42.85714285714286,0,13.0,7.0,11.0,11.0
606,119.23,M,51.0,20151128,60000.0,39.0,4,3,2,6,1,0,3,6,10.0,1.0,1.6666666666666667,12.77777777777778,8.333333333333334,576,342,0,False,40.400000000000006,1,9.0,5.0,9.0,5.0
702,129.07000000000002,F,25.0,20161106,60000.0,35.0,5,3,3,10,2,1,3,7,12.0,1.1428571428571428,1.6666666666666667,9.545454545454545,7.272727272727272,576,642,0,False,33.42857142857143,1,11.0,0.0,11.0,9.0
660,13.409999999999998,O,84.0,20171129,44000.0,15.0,4,1,0,5,3,3,1,1,0.0,0.0,0.0,6.0,5.4,408,0,0,False,66.0,0,5.0,3.0,2.0,4.0
636,34.480000000000004,F,34.0,20161012,33000.0,47.0,5,3,2,14,2,1,3,6,12.0,0.625,0.8333333333333334,9.4,7.300000000000001,576,204,0,False,26.5,1,10.0,8.0,10.0,9.0
522,6.99,F,78.0,20180222,37000.0,40.0,3,3,0,4,0,0,6,0,0.0,0.0,0.0,6.666666666666668,6.333333333333334,504,0,0,False,19.8,0,6.0,4.0,4.0,6.0
696,212.71000000000004,M,33.0,20180125,45000.0,20.0,3,2,2,20,1,0,0,7,5.0,0.6296296296296297,0.6296296296296297,10.142857142857142,8.714285714285715,408,426,0,False,25.77777777777778,1,7.0,6.0,7.0,6.0
636,142.58,F,61.0,20180113,78000.0,10.0,4,2,1,8,2,5,0,2,5.0,0.6666666666666666,1.3333333333333333,5.714285714285714,5.2857142857142865,576,420,0,False,42.0,0,7.0,3.0,4.0,5.0
714,79.61999999999999,M,61.0,20151205,31000.0,38.0,6,4,4,11,2,1,0,13,10.0,1.24,1.36,9.428571428571429,7.857142857142858,576,672,0,False,28.560000000000002,0,14.0,9.0,14.0,12.0
702,25.950000000000006,F,67.0,20171113,36000.0,52.0,6,3,0,11,3,2,5,2,0.0,0.0,0.0,8.333333333333334,6.666666666666668,576,0,0,False,35.1,0,9.0,4.0,5.0,8.0
690,24.150000000000002,M,41.0,20180515,88000.0,39.0,5,5,1,1,0,4,5,2,5.0,0.5833333333333334,0.4166666666666667,5.0,5.1818181818181825,576,690,0,False,57.5,1,11.0,6.0,7.0,11.0
690,165.35999999999996,F,24.0,20170128,45000.0,66.0,5,4,4,13,1,1,6,6,22.0,1.2307692307692308,1.7307692307692308,10.384615384615385,7.6923076923076925,576,582,0,False,20.076923076923077,3,13.0,6.0,13.0,10.0
606,368.99,F,28.0,20170824,75000.0,33.0,6,3,5,18,3,2,3,9,13.0,1.03125,1.4062500000000002,7.5,6.142857142857143,576,606,0,False,18.9375,1,14.0,3.0,14.0,14.0
642,570.5300000000001,M,73.0,20170202,53000.0,70.0,4,3,3,12,1,2,6,2,25.0,1.0,1.818181818181818,10.0,6.4,408,432,0,False,29.181818181818187,0,10.0,6.0,7.0,8.0
666,13.970000000000002,M,22.0,20171026,46000.0,36.0,5,4,1,6,1,2,6,2,3.0,0.4375,0.4375,4.4,5.0,576,666,0,False,41.625,0,10.0,10.0,8.0,10.0
672,186.6,M,85.0,20160101,47000.0,96.0,6,5,4,17,1,3,9,3,32.0,0.8125,1.25,8.0,5.866666666666666,576,504,0,False,21.0,2,15.0,11.0,7.0,15.0
588,61.72000000000001,M,38.0,20150517,55000.0,35.0,3,3,1,13,0,2,5,0,5.0,0.25,0.25,5.0,5.2857142857142865,504,180,0,False,21.0,1,7.0,5.0,5.0,7.0
576,44.980000000000004,F,72.0,20170919,75000.0,10.0,3,1,0,2,2,2,0,2,0.0,0.0,0.0,10.0,6.75,576,0,0,False,46.0,0,4.0,1.0,3.0,2.0
654,111.52,M,41.0,20141105,68000.0,76.0,5,4,2,26,1,1,7,3,12.0,0.3783783783783784,0.5405405405405406,9.090909090909093,6.0,576,510,0,False,17.675675675675677,0,11.0,7.0,8.0,11.0
624,74.16,M,54.0,20150811,92000.0,44.0,3,1,3,3,2,0,3,4,17.0,2.4000000000000004,4.0,12.85714285714286,7.857142857142858,504,624,0,False,62.400000000000006,1,7.0,3.0,4.0,5.0
654,115.69,M,49.0,20180401,74000.0,64.0,4,4,3,7,0,0,6,5,18.0,1.0555555555555556,1.2222222222222223,9.636363636363637,7.0,576,654,0,False,36.333333333333336,3,11.0,9.0,8.0,9.0
714,208.36,M,63.0,20180710,59000.0,45.0,3,3,3,11,0,0,3,6,15.0,1.1,1.35,9.0,7.333333333333334,576,588,0,False,33.0,2,9.0,9.0,9.0,9.0
684,133.29,F,51.0,20161129,85000.0,31.0,5,3,3,6,2,3,3,5,12.0,1.5882352941176472,2.0588235294117645,7.7272727272727275,7.454545454545454,576,666,0,False,31.764705882352946,2,11.0,4.0,10.0,9.0
576,18.94,M,50.0,20180301,37000.0,60.0,5,3,0,7,2,2,6,0,0.0,0.0,0.0,7.5,5.25,576,0,0,False,38.400000000000006,0,8.0,6.0,6.0,8.0
714,272.00999999999993,M,73.0,20171130,106000.0,19.0,5,4,3,10,1,4,0,8,7.0,1.227272727272727,1.227272727272727,5.916666666666668,6.916666666666668,576,444,0,False,32.45454545454545,2,12.0,12.0,8.0,12.0
528,138.33,M,45.0,20160712,53000.0,27.0,4,4,3,11,0,2,3,6,9.0,1.0909090909090908,1.1363636363636365,6.818181818181818,7.090909090909092,408,468,0,False,24.0,3,11.0,5.0,9.0,11.0
600,8.15,M,45.0,20180408,32000.0,30.0,5,3,0,3,2,4,4,0,0.0,0.0,0.0,3.75,5.0,576,0,0,False,39.27272727272727,0,8.0,6.0,2.0,8.0
702,38.59,M,32.0,20180716,70000.0,45.0,4,4,1,10,0,2,5,2,5.0,0.2631578947368421,0.2631578947368421,8.333333333333334,6.333333333333334,504,48,0,False,36.94736842105263,0,9.0,5.0,7.0,7.0
666,59.06,M,59.0,20170908,66000.0,54.0,5,5,2,5,0,2,5,5,8.0,0.7058823529411765,0.7058823529411765,8.0,6.0,576,408,0,False,39.176470588235304,1,12.0,10.0,10.0,10.0
702,40.14999999999999,M,36.0,20150424,46000.0,15.0,3,3,1,16,0,2,0,5,3.0,0.3043478260869566,0.3043478260869566,5.0,5.857142857142858,576,420,0,False,27.1304347826087,0,7.0,7.0,5.0,7.0
702,63.88999999999999,M,63.0,20180317,60000.0,48.0,6,6,2,4,0,4,2,8,8.0,0.9444444444444444,1.5,8.642857142857142,6.5,576,384,0,False,39.0,2,14.0,5.0,14.0,11.0
576,97.47,F,53.0,20171201,75000.0,66.0,4,4,3,5,0,2,6,3,22.0,1.25,1.875,8.181818181818183,6.1818181818181825,576,504,0,False,25.5,3,11.0,9.0,11.0,11.0
672,43.99999999999999,M,63.0,20130902,45000.0,34.0,4,2,3,15,2,1,3,5,13.0,1.0,1.3333333333333333,8.444444444444446,7.333333333333334,504,612,0,False,28.0,0,9.0,3.0,9.0,7.0
522,52.6,M,67.0,20180226,77000.0,25.0,3,3,1,2,0,2,3,2,5.0,0.7777777777777778,0.5555555555555556,7.857142857142858,7.0,504,30,0,False,58.0,0,7.0,0.0,7.0,5.0
690,193.47000000000003,F,59.0,20151024,77000.0,21.0,3,3,3,9,0,0,0,9,7.0,1.5,1.5,9.0,9.0,576,666,0,False,38.333333333333336,3,9.0,9.0,9.0,9.0
690,15.040000000000001,M,19.0,20170109,44000.0,5.0,2,1,0,6,1,2,1,0,0.0,0.0,0.0,1.6666666666666667,5.0,576,0,0,False,73.33333333333333,0,3.0,0.0,3.0,3.0
684,16.830000000000002,M,59.0,20180610,46000.0,60.0,5,4,1,5,1,2,8,0,5.0,0.4666666666666667,0.3333333333333333,6.0,5.800000000000001,576,486,0,False,45.6,1,10.0,8.0,4.0,10.0
696,16.5,M,20.0,20180210,31000.0,44.0,5,3,0,8,2,0,5,3,0.0,0.0,0.0,9.375,6.875,576,0,0,False,42.375,0,8.0,7.0,8.0,7.0
600,6.95,M,19.0,20180101,37000.0,15.0,5,2,0,3,3,4,1,2,0.0,0.0,0.0,6.42857142857143,5.571428571428571,576,0,0,False,43.2,0,7.0,4.0,3.0,5.0
708,80.97999999999999,F,71.0,20160702,81000.0,54.0,4,3,3,4,1,0,5,5,18.0,1.5,1.5714285714285714,9.600000000000001,7.6000000000000005,576,588,0,False,50.57142857142857,0,10.0,5.0,8.0,8.0
636,219.59999999999997,F,28.0,20170805,65000.0,70.0,5,4,5,14,1,0,8,6,25.0,1.2142857142857142,1.3214285714285714,7.571428571428571,6.7857142857142865,504,534,0,False,22.71428571428572,3,14.0,12.0,14.0,14.0
684,163.30999999999997,F,57.0,20160813,40000.0,47.0,5,4,4,16,1,0,3,10,14.0,1.1034482758620692,1.5517241379310345,11.923076923076925,8.153846153846153,576,606,0,False,23.586206896551722,1,13.0,6.0,13.0,9.0
714,13.57,M,36.0,20130828,52000.0,19.0,3,2,0,6,1,0,3,2,0.0,0.0,0.0,7.0,6.2,576,0,0,False,34.36363636363637,0,5.0,2.0,5.0,5.0
702,36.349999999999994,M,25.0,20131229,67000.0,0.0,2,2,0,10,0,4,0,0,0.0,0.0,0.0,0.0,3.5,504,0,0,False,44.142857142857146,0,4.0,2.0,2.0,4.0
684,25.77,M,24.0,20150227,32000.0,31.0,6,4,1,11,2,5,2,4,2.0,0.3181818181818182,0.4545454545454546,6.363636363636363,5.7272727272727275,576,450,0,False,31.09090909090909,0,11.0,4.0,7.0,10.0
672,180.94,F,88.0,20170712,89000.0,45.0,5,4,3,7,1,3,3,6,15.0,1.157894736842105,1.4210526315789471,6.75,6.416666666666668,576,582,0,False,35.36842105263158,2,12.0,10.0,11.0,12.0
672,54.19,M,65.0,20171102,99000.0,28.0,5,4,2,2,1,3,0,8,8.0,1.3076923076923075,2.076923076923077,9.181818181818183,6.909090909090909,504,504,0,False,51.69230769230769,1,11.0,4.0,10.0,8.0
690,13.950000000000001,M,36.0,20171226,35000.0,58.0,6,5,1,4,1,0,6,6,3.0,0.4375,0.4375,8.416666666666666,6.75,576,690,0,False,43.125,0,12.0,11.0,12.0,11.0
636,1027.14,F,58.0,20170423,111000.0,85.0,5,4,4,10,1,2,11,0,30.0,0.9565217391304348,1.3043478260869563,6.538461538461538,5.153846153846154,576,552,0,False,27.652173913043477,0,13.0,13.0,8.0,13.0
660,167.93,F,61.0,20160505,73000.0,61.0,4,3,4,8,1,0,8,3,22.0,1.4210526315789471,1.5789473684210529,7.7272727272727275,6.727272727272727,504,534,0,False,34.73684210526316,2,11.0,9.0,11.0,11.0
618,126.38,F,84.0,20180414,68000.0,16.0,4,4,2,7,0,2,0,8,4.0,0.8235294117647057,1.1764705882352942,8.0,6.2,408,396,0,False,36.35294117647059,2,10.0,2.0,8.0,10.0
648,80.55,M,55.0,20180709,65000.0,39.0,4,4,1,4,0,2,5,2,5.0,0.5384615384615384,0.3846153846153847,6.111111111111112,6.777777777777779,576,624,0,False,49.84615384615385,1,9.0,6.0,5.0,9.0
636,108.13,F,44.0,20170310,34000.0,65.0,4,3,2,16,1,1,8,0,15.0,0.48,0.6000000000000001,7.222222222222222,5.555555555555555,504,390,0,False,25.44,1,9.0,8.0,6.0,9.0
696,147.70999999999998,F,50.0,20151118,79000.0,34.0,3,2,3,8,1,0,3,5,13.0,1.5,2.0,9.5,7.75,576,600,0,False,43.5,1,8.0,3.0,8.0,6.0
